RecID,FirstName,MiddleName,LastName,Address,City,State,ZIP,POBox,POCityStateZip,SSN,DOB
A996694,JOSE,C,H,4427 CRESTED BUTTE COURT,JACKSONVILLE,FL,32210,,,,
A996695,SANDRA,H,KNAPP,239 N COLLEGE ST APT 2,WOODLAND,CA,95695,,,82434554,
A996696,AMERICA,,HARRISON,1851 CHURCH AVENUE,SAN MARTIN,CA,95046,,,5634412,
A996697,BUD,M,BURNS,132 EAGLE ST,MARMDUKE,AR,72443,,,86012055,
A996698,MONNA,J,VEGA,"2815 ADMIRALS WALK DR W,",ORANGE PARK,FL,32073,POST OFFICE 55,"ORANGE PARK, FL 32067",139436244,22-May-75
A996699,ISABEL,,EDDAS,512 EHILDA DR,BRANDON,FL,33510,POST OFFICE 2885,"BRNANDON, FL 33509",82286656,
A996700,N,D,LALICH,22318 LOUISE LAE,BAUXITE,AR,72011,,,9245583,
A996701,DANIEL,H,KANG,2900 W BAKER RD APT 2403,BAYTOWN,TX,77521,,,30009660,1980
A996702,DENNIS,R,ZIMMERAMN,1675 LOMA AVE APT5,LONG BEACH,CA,90804,,,30377052,1981
A996703,DAVY,D,DOWLING,3851 MESA DR APT 105,OCEANSIDE,CA,92056,,,104301708,1944
A996704,CATHY,V,PALAPAL,58 LAKEIDGE DRIV,THE WOODLANDS,TX,77381,PO BOX 13034,"THE WOODLANDS, TX 77393",45010744,1925
A996705,CHERYL,M,BOLEN,3925 BARMER D,JACKSONVILLE,FL,32210,,,31776489,1976
A996706,DAVY,L,ENTLER,333 WINTERWIND CRCLE,SAN RAMON,CA,94583,,,,
A996707,CLARA,R,BROWN,1823 RANCHO LOMAS WAY,SAN MIGUEL,CA,93451,,,26844225,
A996708,TAMARRA,R,FRANTZ,3221 GARDEN VALLEY RD,TYLER,TX,75710,,,155875311,
A996709,FERRIS,H,KOJABABIAN,3630 BUTTERFLY DR,CONWAY,AR,72034,,,17423158,
A996710,BETSY,M,MIRANDA,3910 W BEECHWOOD AVE APT 133,FRESNO,CA,93711,,,25185760,1-Jan-00
A996711,JOSE,J,HINDS,20O33 ASCOT WY,TALLAHASSEE,FL,32312,,,,
A996712,EDBBIE,,HANCOX,7316 SAVOY DR APTS 712,CHINA,TX,77613,,,169750692,
A996713,MARTY,G,GARZA,33051 EAGLE POINT IDR,YUCAIPA,CA,92399,,,62865651,19761128
A996714,HESTER,J,ROELLER,1116 LINCOLN SREET,RED BLUFF,CA,96080,,,,
A996715,ARTHUR,J,GRAHAM,2999 HIGHWAY 366,ROE,AR,72134,BUZON 5,"ROE, VARK 72134",133774981,
A996716,VAN,M,MULROONEY,152 QUAIL LAKE DR,VENICE,FL,3293,,,108906360,5/8/48
A996717,J,L,FIGEL,835 JOHNSON ST,RED BLUFF,CA,96080,,,519241077,1929
A996718,X,,ATIENZA,1801 N HARVARD BLVD APT 5,LOS ANGELES,CA,90027,OFFICE BOX 881605,"LOS ANGELES, CA 90009",,1910
A996719,JOSEPH,L,MARTINEZ,5324 COTTONTSAIL LANE APT B,FORT IRWI,CA,92310,,,41349062,
A996720,IAN,,JONEQS,3843 BELLE MEADE CT APT D,PENSACOLA,FL,32503,,,13125795,
A996721,CYNTHIA,,S,5607 CARL AVE,RICHMOND,CA,94804,,,314385711,
A996722,ZUHDIJA,L,KIMBRELL,388 RIVER BLUFF LANE,ROYAL PALM BEACH,FL,33411,,,56178254,
A996723,TRUDY,M,DONIGIAN,1548 MEADOWBROOK CT,NICEVILLE,FL,32578,PO BOX 4J2,"NICEVILLE, FLA. 32588",148916441,
A996724,TRACEY,,ANVARRO,13024 IBBETSON ADVN,DOWNEY,CA,90242,,,192800343,
A996725,PHYLLIS,D,HUFFMAN,19551 EHIGHWAY 303,ROGERS,AR,72756,,,120196968,
A996726,MICHELLE,H,BAFRIELD,21167 W US HIGHWAY 58,HINKLEY,CA,92347,,,117448771,19600101
A996727,M,,VILLALOBOS,142 BLACKTAIL LANE,AZLE,TX,76020,,,,2/17/21
A996728,TERESA,A,ALTAFFER,304 CABRILLO PL,PITTSBURG,CA,94565,,,85685613,
A996729,ALICE,L,MCINTOSH,8106 FOREST MESA DJRIV,AUSTINI,TX,78759,PO BOX 90S335,"AUSTIN, TEXAS 78709",81888980,
A996730,DI,A,HAUSLER,7410 SALE AVENIA,WEST HILLS,CA,91307,,,,
A996731,JULIE,M,DAUGHERTY,3461 DIXIE LN,RIVERSIDE,CA,92503,,,50656300,19850805
A996732,ADRIAN,M,MCCOY,521 S LYON ST UNIT 32,SANTA ANA,CA,92701,,,63062758,
A996733,MARIA,V,MESSENGER,114 HINCHMAN AVE,SEBASTIAN,FL,32958,,,,
A996734,CHAD,S,DELGADO-ESCOBAR,14 TOLLRIDGE CT,SAN MATEO,CA,94402,,,911166967,8/4/12
A996735,GLYNIS,C,RAY,84J5 DONOHOE STRT,EAST PALO ALTO,CA,9403,,,24752587,6/3/70
A996736,NEWTON,S,MULLINS-IVIE,5206 MOLISE CT,BAKERSFIELD,CA,93308,APTDO 6010,"BAKERSFIELD, CA 93386",26071685,8/29/26
A996737,VICTORIA,D,HIGH,128 EVELYN CIRCLE,VALLEJO,CA,94589,,,,
A996738,MIRIAM,D,IWCHERN,808 HIBISCS AVE,LEHIGH ACRES,FL,33972,,,157309809,19761025
A996739,FORREST,J,PARRILLA,2868 SHAUGHNESSY DR,ROYAL PALM BEACH,FL,33414,,,65520652,
A996740,DIANA,N,THOMSON,27172 CEDARRIDGE PL,VALENCIA,CA,91381,,,27584851,
A996741,WILL,,LUNA,110 WASHINGTON AVE APT 1215,MIAMI BEAC,FL,33139,,,85088589,18-Jun-70
A996742,REGINA,,WATTS,600 SPRING ROA APT 32,MOORPARK,CA,93021,,,129157559,
A996743,DENISE,,ROMANIELLO,7440 TUCSON LN,FONTANA,CA,92336,,,,
A996744,SALLY,L,RYOR,1044 SW APPALACHE TER,FOT WHITE,FL,32038,,,188093884,
A996745,DAVID,A,NAPPER,5618 MORAGA CT,BAKERSFIELD,CA,93308,,,124285638,
A996746,OLIVIA,F,BEASLEY,346 TOWTST APT B,SALINAS,CA,93905,OFFICEO BOX 1931,"SALINAS, CALIF. 93902",23390391,
A996747,JORGE,E,CHAMEBRS,1419 GEORGIA CT,ROHNERT PARK,CA,94928,,,,1967
A996748,TONY,REYNALDO,VARGAS,10Y413 WESTERN AVE APT 102,DOWNEY,CA,90241,POT 2555,"DOQWNEY, CA 90242",49332562,
A996749,EILEEN,,FRUTOS,5627 BOLTON WVY,ROCKLIN,CA,95677,PO BOX 542,"CROCKLIN, CALIF. 95677",609348238,
A996750,DAMIEN,L,PERSON,6401 MEISTER CST,AMARILLO,TX,79119,PO BOX 1985,"AMARILLO,TX 79105",74943356,
A996751,DEBORAH,,TEITLER,433 ALIDA WAY APT 616,SOUTHH SAN FRANCISCO,CA,94080,,,193773655,
A996752,JAMES,L,HERNANDEZ,246 MAPLE LN,CNROE,TX,77304,,,166761737,
A996753,C,,COOK,22675 PALOMAR RD,NUEVO,CA,92567,,,40807322,
A996754,JESS,,DOMINGUEZ,923 EASTLAKE CLUB DR,OLDSMAR,FL,34677,OFFICE BOX246,"OLDSMAR, FL 34677",119986983,
A996755,JESS,,RAJ,2680 WISTERIA CT,MERCED,CA,95340,,,75191643,
A996756,DAVID,S,PEREZ,8101 TETOTOM PARK WAY,ANTELOPE,CA,95843,,,68446758,1914
A996757,WILLIAM,R,NAYOR,4619 CHANDLER BST,WACO,TX,76705,,,,
A996758,MELINDA,M,WORKMAN,906 RALKELL RD,TAMPA,FL,33612,O BOX 76972,"TAMPA, FLA. 33675",,
A996759,JASON,B,REAGOR,3014 FRANCISCAN DR APT 728,ARLINGTON,TX,76001,PO BOX 300806,"ARLINGTON, TX 76007",65009764,
A996760,JAIME,S,MARASCO,9124 EDGEWATER DR,CLERMONT,FL,34711,,,198790405,
A996761,ALVIN,,MAYA,11X15 TROY DR,BENTON,AR,72019,,,,
A996762,PATTIE,N,CANNON,2700 ASSOCATED ROAD APT C37,FULLERTON,CA,92835,,,132811707,
A996763,JUAN,R,SCOTT,2106 N 13TH ST,HARLINGEN,TX,78550,,,21830458,19331128
A996764,ANA,,REYES,"1513 8TH ESTRT N,",JACKSONVILLE BEACH,FL,32250,,,,
A996765,JUAN,ALAN,CHAMBERLAIN,929 RUBY CDR,VACAVILLE,CA,95687,,,,1935
A996766,JESUS,A,B,2905 LOFTSMOOR LN,PLANWO,TX,75025,,,154371183,
A996767,YVONEN,,DAVIS,18208 HERITAGE LNC,HOUSTON,TX,77058,,,26620650,
A996768,THOMSA,,LOPEZ,1448 SIERRA SPRINGS DR,BEDFORD,TX,76021,,,,
A996769,CHERIE,J,STOKES,2106 N 13TH ST,HARLINGEN,TX,78550,,,146061030,
A996770,TERESA,L,HUFFAKER,6218 148TH AVE N,CLEARWATER,FL,33760,PO BOX 17583,"CLEARWATER, FL 33762",,
A996771,BLANCA,E,GADSDEN,9360 HEATHER AVE,FOUNTAIN VALLEY,CA,92708,,,167062423,1919
A996772,S,,COX,18015 NW 47TH PL,MIAMI GARDENS,FL,33055,,,151718674,
A996773,CYNDI,,BENITEZ,"1040 ABADA CT NE, APJT 102",PALM BAY,FL,32905,OST OFFICE BOX 110088,"PALM BAY, FL 32911",,
A996774,DANK,,ROBLES,1370 N SHADOW RIDGE DRIVE,DELTOA,FL,32725,,,3289557,19290418
A996775,IRIS,A,MCCUEN,5102 OTTER PON WAY,RANCHO CORDOVA,CA,95742,,,121255056,1953
A996776,H,K,ADKINS,4614 ORANGE AVEN,SAN DIEGO,CA,92115,,,131253347,
A996777,PHILLIP,E,AYALA,1914 MERITT DRIVE,TRAY,CA,95304,,,51167738,
A996778,EBOYN,R,GRAHAM,5106 ELIZABETH ST,CUDAHY,CA,90201,,,97119584,1927
A996779,ANGELA,N,UHFF,1209 LAKE GROVE LN,DESOTO,TX,75115,,,116430398,1914
A996780,KAT,S,RIVERA,1206 W 14TH ST,SANFORD,FL,32771,,,48196991,12/3/77
A996781,RONNA,V,RODRIGUEZ,8643 DORIC CT,ELK GROVE,CA,95624,APARTADO 58138,"ELK GROVE, CA 95758",35746332,
A996782,ANTONIO,N,TATE,1354 CALIENTE LOOP,CHULA VISTA,CA,91910,BOX 1657,"CHULA VISTA, CA 91912",155967393,
A996783,MARCUS,R,SCHNEPPERSHOFF,1895 CEFALU CT,RIVERSIDE,CA,92507,,,88442928,1918
A996784,FERRSI,H,KOJABABIAN,17121 GREEN STRREET APT D,HUNTINGTON BEACH,CA,92649,,,17423518,
A996785,LINDA,E,BROWN,644 JOYCE DR,GARLAND,TX,75040,,,188795834,19401022
A996786,TIMOTHY,,KELSICK,525 11TH AVE # 1309,SAN DIEGO,CA,92101,,,117227715,
A996787,BOBBY,M,L,17528 COLLEGE PORT DR,LAREDO,TX,78045,,,,
A996788,ACRL,P,WHITAKRE,"752 36TH AVE S,",SAINT PETERSBURG,FL,33705,PO BOX 15632,"SAINT PETERSBURG, FL 33733",146921563,1974
A996789,RONALD,M,CHAISSON,7320 DRIEN STR,FORT WORTH,TX,76140,,,,12/11/25
A996790,HIMANT,F,ZONIS,28R010 ELLIS CT,SAUGUS,CA,91350,,,115034987,
A996791,PAUL,,FDOMIN,2268 COTA AV,CORONA,CA,92882,,,,1928
A996792,ERICA,,WATKINS,3117 RIPLE CT,MODESTO,CA,95355,,,53692073,
A996793,MARSHALL,R,TANPCHEZ,10691 SEAMONT DR,LOMA LINDA,CA,92354,,,141828913,
A996794,MELISSA,,MAGDALENO,6574 FERGUSON DR,COMMERCE,CA,90022,,,112330229,
A996795,MELISSA,D,ANDERSON,252 NEWBURY WAY,AMERICAN CANYON,CA,94503,,,157994702,
A996796,YURIY,L,OLCKLEAR,2846 W LUMBER ST,LANCASTER,CA,93536,POB BOX 901754,"LANCASTER, CA 93535",88692215,
A996797,C,,HERMOSILLO,648 NATURE TRAIL WAY,ELK GROVE,CA,95757,APO BOX 581385,"ELK GROVE, FCALIF. 95758",12081568,
A996798,G,L,RHODES,347 QUINCY AVE,LONG BEAH,CA,90814,,,600633664,
A996799,WILLIAM,J,CARREON,1838 E COLLEGE CT,VISALIA,CA,93292,,,38649257,
A996800,KELLY,A,WALEZAK,6492 EMERALD DUNES DRIVE APT 301,WEST PALM BEACH,FL,33411,PO BOX 1953,"WEST PALM BEACH, FL 33416",86936716,19740512
A996801,JAMES,Q,GUTIERREZ,1209 STARDUST,NORTH LAUDERDALE,FL,33068,,,,
A996802,MARIAM,J,RODRIGUEZ,2496 LRKSPUR LN APT 209,SACRAMENTO,CA,95812,POSTG 293357,"SACRAMENTO, CALIFORNIA 95829",60421221,
A996803,SUN,A,HUFF,131 STATE HIGHWAY 247,ATKINS,AR,72823,,,149142393,5/8/07
A996804,JANETTE,L,VONDRA,14500 VAN NUYS BLVD UNIT 27,PANORAMA NCITY,CA,91402,PO BOX 4601,"PANORAMA CITY, CA 91412",147136628,
A996805,LORENE,A,GONZALEZ,20790OAKHURST MEADOWS DR,PORTER,TX,77365,,,,
A996806,,,ZAMBRANO,235 OTONO CIR,THOUSAND OAKS,CA,91362,,,139585953,1950
A996807,CHARLES,BRYAN,WARD,720 S BELT LINE RD,DALLAS,TX,75253,,,25186772,
A996808,BEATRICE,M,LOPEZ,7650 TUTTLE BLVD,MILTON,FL,32583,PO BOX 343,MILTON FL 32572,150353132,8/10/03
A996809,PAM,M,KING,902 S LAKE NDR,LANATANA,FL,33462,,,38227077,
A996810,LORI,C,POLANCO,740 NW 30TH AVE,MIAMI,FL,33125,CALLER 43015,"MVIAMI, FL 33243",195890059,10/8/10
A996811,JOHN,L,MSAON,4502 GW PALO ALTO AV # 201,FRESNO,CA,93722,,,,
A996812,JOANNA,W,ABANATHA,"42155 45TH STR W,",LANCASER,CA,93536,PO BOX 90754,"LANCASTER, CA 93535",28139598,1940
A996813,ODNALD,,BALDUCCI,7588 CLEMENT ROA,VACAVILXLE,CA,95688,,,104985402,1960
A996814,JORGE,M,WILLIAMS,17346 ITHACA DR,FORT MYERS,FL,33967,CALL BOX 7586,"FORT MYERS, FL 33911",50505200,6/17/52
A996815,SHARLA,,DONOSO,207 COPE RD,CHIPLEY,FL,32428,,,118549911,
A996816,GLORIA,J,WISHART,1115 E LIME ST,TARPON SPRINGS,FL,34689,,,89227433,1-Jan-00
A996817,ANA,,MOORE,193 W COLONY RD,RIPON,CA,95366,,,105676998,19100730
A996818,P,,PINEDA,21487 PLEASANT FOREST BEND DR,PORTER,TX,77365,,,186134773,9-Dec-72
A996819,POLLY,,MIRANDA,242 W SKHOSHONE ST,VENTURA,CA,93001,,,121211558,
A996820,ANTIONETTE,C,T,13915 MEADOW VIEW LN,YUCAIPA,CA,92399,,,1111697,
A996821,BOB,BEN,FALL,2495 PALO VISTNA RD,FALLBROOK,CA,92028,,,,7/14/64
A996822,W,,CORTEZ,60 JIMA CT,FORT MYERS,FL,33912,,,88808062,
A996823,J,,HUGHETT,2445 SHORELINE DRIV APT 129,ALAMEDA,CA,94501,CALLBOX 852,"LAMEDA, CA 94501",,
A996824,LEO,,SILVA,11005 PANAMA DR,PTAMPA,FL,33625,,,45716867,
A996825,RICHARD,M,LEWIS,"429 MISSION GROVE PARKWY NORTHI,",RIVERSIDE,CA,92506,,,,
A996826,MICHELE,G,GOSINE,1339 SW 5TH ST,MIAMI,FL,33135,PO BOX 43015,"MIAMI, FL 33243",71838514,
A996827,ARTEMIA,J,ENUBAUER,21691 ACACIA DRV,HENSLEY,AR,72065,,,78911807,1975
A996828,LEROY,N,ANDREWS,2815 NW PINE AVE LOT 61,OCALA,FL,34475,,,,
A996829,WARREN,,RODRIGUEZ,14 WOODLYN LN,PALM COAST,FL,32164,,,,
A996830,MARIA,,MEADOWS,1441 RICHAR AVN,CAMBRIA,CA,93428,,,,
A996831,MARIA,D,KRUPINSKI,3124 LIME STR,RIVERSIDE,CA,92501,APTDO 5266,"RIVERSIDE, CALIFORNIA 92517",2796434,
A996832,GEOREG,W,BUSHEY,5178 MOWRY AVE # 2107,FREMONT,CA,94538,,,173740356,
A996833,WGENDOLYN,K,HOVANESSIAN,1411 W OLIVE ST,SAN BERNARDINO,CA,92411,,,,7/11/41
A996834,CARMEN,D,WILLIAMS,423 S LOMITA AVE,OJAI,CA,93023,,,43202013,
A996835,S,E,HUFF,6726LINCOLN AVE,CARMICHAEL,CA,95608,,,,
A996836,VIVIAN,S,HARRELL,105 LACKEYS WAY RD,TUBLING SHOALS,AR,72581,,,107153121,1917
A996837,JOSE,L,LAPOINT,8771 ENTRAL AVE,ORANGEVALE,CA,95662,,,80875895,
A996838,RODNEY,,VILTRAKIS,3606CRIMSON STAR,SAN ANTONIO,TX,78261,,,59122644,8/21/46
A996839,ADELA,,VARGAS,365 N 1ST ST,MACCLENNY,FL,32063,,,167147142,19030728
A996840,KATIH,R,BECKER,11209 FREESTONE AVE,PEARLAND,TX,77584,PO BOX 794,"PEARLAND, TX 77588",,
A996841,CHUONG,M,GREER,3054 OAKBRIDGE DR,SAN JOSE,CA,95121,POST OFFICE 640083,"SAN JOSE, CA 95164",62086686,
A996842,CARLTON,,LIEBERMAN,3301T NORTHWEST 19TH ST,GAINESVILLE,FL,32605,,,158305477,
A996843,KIMBERLY,K,KRAMES,0041 TESSIER APT 317,LAGUNA NIGUEL,CA,92677,,,,19621222
A996844,JAMES,,DAVIS,1267 W TEN MILE RD,CANTONMENT,FL,32533,PO BOX 225,"CANTONMENT, FL 32533",18428171,12/2/15
A996845,ANA,C,VOSPER,1104 W 166H STRT APT 2,GARDENA,CA,90247,,,13821503,12/21/24
A996846,YASUOK,C,BENTANCOURT,22753 MONTANYA PL,MURRIETA,CA,92562,,,140425832,
A996847,DRARYL,FERNANDO,RIVERA,5300 E WAVERLY DR APT B10,PALM SPRINGS,CA,92264,PO BOX 2012,"PALM SPRINGS, CALIFORNIA 92263",,
A996848,LESLIE,J,HUERTA,186 GRANITE RUN DR,NEW BRAUNFELS,TX,78130,,,196609463,
A996849,LULA,D,ENGLISH,6544 RIDGECREST LANE,LANTANA,TX,76226,,,167436510,
A996850,MELVIS,A,CRSOBY,581 TARPON DR,SEBASTIAN,FL,32976,,,,
A996851,JUN,N,DIAZ,875 GEORGIA AVE,LONGWOOD,FL,32750,,,126296528,
A996852,MARTHA,,HOPKISN,39111 LOS GATOS DR,MURRIETA,CA,92563,,,,
A996853,JUNA,,PIZANA,11905 ANACONDA RD,VICTORVILLE,CA,92392,,,932348,11/24/35
A996854,EARL,WAYNE,M,3973 LIME TREE LN,LAKELAND,FL,33813,,,102307852,
A996855,R,C,HARVEY,588 SE 28TH AV,SILVER SPRINGS,FL,34488,,,,
A996856,JULIA,L,SILVA,1810 CEDAR ST APT A,ALHAMBRA,CA,91801,,,78266723,
A996857,KATHLEEN,,GONSALES,335 W 7TH STR,JACKSONVILLE,FL,32206,,,1904670,
A996858,D,A,A,18133 SW 142ND COURT,MIAMI,FL,33177,,,77083906,
A996859,CHARLES,M,CRZUZ,326 KELTON DR,SALINAS,CA,93906,,,149889493,
A996860,ANTHONY,E,MARTINEZ,18508 NW 262ND AVE,ALACHUA,FL,32615,,,,
A996861,DIANA,P,VECCHIO,5529 LIGHTHOUSE RD,ORLANDO,FL,32808,POSGT OFFICE BOX 720506,"HORLANDO, FL 32872",167529075,
A996862,MARHTA,L,ANDERSON,1100 S WALL ST,FLOYDADA,TX,79235,,,27569720,
A996863,MELISSA,M,WADDELL,3301 ROCK ROYALDRIVE,HOLIDAY,FL,34691,,,157524608,
A996864,RITCHIE,A,SISEMORE,625 1/2 STANLEY AVE,LONG BEACH,CA,90814,,,106013611,4/30/22
A996865,PATRICIA,,NUNNALLY,37150 VAN GAALE LN,MURRIETA,CA,92563,,,89354938,
A996866,JHON,,MEHCI,1934 JEFFREY DR,YUBA CITY,CA,95991,,,179633394,11-Nov-65
A996867,BARBARA,,VELZASQUEZ,4421 DURFEE AVE,EL MONTE,CA,91732,,,30545728,1988
A996868,JREIMIAH,,PASRLEY,5 SNAPPER AVE,KEY LARGO,FL,33037,,,131351934,1914
A996869,ANA,E,WILLMON,609 WEST DOUNERAY LOOP,CRYSTAL RIVER,FL,34429,,,149269286,3/3/72
A996870,JOSE,,FULLBRIGHT,622 ZANZIBAR OAD,LITLE ROCK,AR,72223,BBUZON 165891,"LITTLE ROCK, AR 72216",,
A996871,JOHN,,EUBANKS,3627 E ESTHER ST,ORLANDO,FL,32812,,,181940167,1949
A996872,A,,HECKMAN,8400 CORAL D,FORT MYERS,FL,33967,,,60243173,
A996873,ANA,C,GRAHAM-MALCOLM,4002 LINDER ST,HOUSTON,TX,77026,PO BOX 280034,"HOUSTON, TX 77228",176201959,
A996874,JENNYFER,D,G,402 AVENUE H,DALLAS,TX,75203,,,98190468,
A996875,ODNNA,J,BENTELE,2250 SOCARBOROUGH DR APT 66,LODI,CA,95240,,,106164548,
A996876,ORBERT,B,NESS,4611 WOODROW AVE,GALVESTON,TX,77551,,,183150933,
A996877,Z,,CANDELARIO,1003 BAYVIEW FARM RID # 205,PINOLE,CA,94564,,,114971574,19710704
A996878,PATRICIA,L,LASTER-JACKSON,225 MARDI GRAS DR,EL PASO,TX,79912,APTDO 27096,"EL PASO, TEXAS 79926",182560896,
A996879,WILSON,W,SANTO,212 SOUTH KRAEMER BOULQV UNIT 2702,PLACENTIA,CA,92870,,,45515187,10/10/87
A996880,LARHONDA,A,THOMAS,1811 STRATFORD CT,SALINAS,CA,93906,,,22069687,1901
A996881,JAMES,I,RANGEL,715 HARDING PL,WHEATLAND,CA,95692,,,,1940
A996882,GERALD,M,PORTILLO,4101 BRITTANY ST APT 129,BAKERSFIELD,CA,93312,PO BOX 60103,"BAKERSFIELD, CA 93386",194285030,1965
A996883,SHARLI,J,PRESTON,1077 W HAMILTON AVE APT 1,CAMPVBELL,CA,95008,,,,
A996884,TONY,W,CLOTHIER,13703 HIDDEN MWESA CT,VICTORVILLE,CA,92394,,,99901885,
A996885,MICHAEL,D,SPEARY,4367 COOLT VIEW DRIVE,TALLAHASESEE,FL,32303,,,99326434,
A996886,FRED,,PISCHENKO,5129 MYRTLE AVE APT 6,SACRAMENTO,CA,95841,,,,19080820
A996887,EH,P,VELOZ,3419 GRANITE LHILL STRT,NACOGDOCHES,TX,75965,,,,1912
A996888,LUIS,F,REDDISH,632 E CENTER ST,ANAHEIM,CA,92805,,,24508033,
A996889,MY,,SILVA,1208 PRELUDE DRIVE,FORT WORTH,TX,76134,,,82443963,
A996890,TERRI,A,COLLNIS,7543 W LIBERTY PKWY UNIT 711,FONTANA,CA,92336,,,45129386,
A996891,RENE,T,EALRY,1833 SW LOFGREN AVE,PORT SAINT LUCIE,FL,34953,PO BOX 8433,"PORT SAINKT LUCIE, FL 34985",156022599,
A996892,GABRIELA,A,MROZ-NODLER,7865 SW 26TH ST,MIAMI,FL,33155,,,,2/11/50
A996893,K,D,ADAMS,6103 ALLENTOWN DRV,SPRING,TX,77389,PO BOX 1351,"SPRING, TX 77391",,1951
A996894,HUGO,T,VALENCIA,10270 EAST TARON DRIVE APT 234,ELK GROVE,CA,95757,,,18820948,
A996895,MARISA,A,BOWEN,1603 F TRT,FLORESVILLE,TX,78114,,,28440238,1926
A996896,S,,KNOX,12015 LAKELAND RD APT 201,SANTA FE SPRINGS,CA,90670,,,46271874,6/1/71
A996897,DOLORES,R,STUEART,5578 AMOROSO DRIVE,FORT MYERS,FL,33919,,,136482036,9/19/81
A996898,EDUARDO,,PREUDHOMME,632 WELCOME AVE,CAMDEN,AR,71701,,,,
A996899,JANE,,CARTER,586 BRANTLEY TERRACE WAY UNIT 303,ALTAMONTE SPRINGS,FL,32714,,,,
A996900,ALFRED,,CAMARENA,441 GREENACRE DRIVE,GREENVILLE,CA,95947,,,31982500,1904
A996901,PAUL,,AVILA,573 HAY ST,MONTEBELLO,CA,90640,,,1965355,
A996902,LOU,L,BUESO,14 VIA CONTENDO,RAXNCHO SANTA MAR,CA,92688,,,,
A996903,MARGIE,,HERNADNEZ,2820 NE 8TXH TER,POMPANO BEACH,FL,33064,,,143257155,
A996904,MANDY,,MARTINEZ,2123 HAZRELNUT ST,UNNELL,FL,32110,,,50949647,
A996905,A,,SMITH,7160 PLUTO AVE,COCOA,FL,32927,HPO BOX 307,"COCOA, FL 32923",14412050,
A996906,A,,DOWNS,1458 VISCAYA DR,PORT CHARLOTTE,FL,33952,PO BOX 44163,"PORT CHARLOTTE, FL 3394G9",11032357,12/23/83
A996907,PAULA,A,OSBORNE,7631 PERTH LN,RKIVERSIDE,CA,92508,PO BOX 52661,"RIVERSIDE, CALI 92517",161606583,
A996908,NEREYDA,B,YANCY,5825 HICKORY DR APT A,OAK PARK,CA,91377,,,19706926,
A996909,MARK,R,LANE,700 GREYSTONE DR,ANTIOCH,CA,94509,,,,
A996910,ALEXANDER,L,AERNEST,3164 WHITECROWN DR,MURRIETA,CA,92563,PO BOX 213,"MURRIETA, CA 92564",71040042,30-Jul-38
A996911,SYLVIA,L,ARSENAULT,4120 ORYANGE AVE,MULBERRY,FL,33860,,,,
A996912,JOHNNIE,D,OSUNA,8791 BERGAMO CIR,STOCKTON,CA,95212,,,134163985,
A996913,CORIAN,W,CONLEY,1705 REDMOND RD APT 4,JACKSONVILLE,AR,72076,,,14726816,6/25/40
A996914,MARTIN,A,ESQUER,14379 FIELDSTONE LAKE WAY,ORLANDO,FL,32824,,,147067984,
A996915,HELENE,H,MCKINNEY,9123Q BAYMEADOW CT,TAMPA,FL,33615,,,110877897,1961
A996916,ODENA,,BELLO,344J2 TOPEKA ST,RIVERBANK,CA,95367,,,145103022,
A996917,E,,VILLA,607 ARLINGDALE CIRCULO,RIO LINDA,CA,95673,,,,
A996918,EDGAR,J,ROLUFS,704 GARNER AVE APT 24,SALINAS,CA,93905,,,97439484,
A996919,MICHAEL,D,COTTON,4475 RIDGEVALE RD,FORT WORTH,TX,76116,PO BOX 79373,"FORT WORTH, TX 76179",52664420,
A996920,ADAM,,SOLANO,290 W RANDALL WOBBE LN,SPRNGDALE,AR,72764,BUZON 6O412,"SPRINGDALE, AR 72766",12521241,
A996921,D,,WEITSFELD,1751 6TH SCTREET,LOS OSOS,CA,93402,,,82705726,
A996922,CARLOS,E,LEWSI,1931 ARCADIA DR,MIRAMAR,FL,33023,,,124480721,1933
A996923,HAZEL,I,DAVILA-FINALES,14436 CULLEN ST,WHITTIER,CA,90603,CALELER 13,"WHITTIER, CA 90608",26235985,
A996924,DONALD,LEROY,PENO,24084 NORTHWEST LAKEWOOD LN,FOUNTAIN,FL,32438,,,,6/13/56
A996925,BRADLEY,P,BRALEY,17200 WESTGROVE DR APT 2621,ADDISON,TX,75001,POST OFFICE 2146,"ADDISON, TX 75001",,
A996926,SHEILENE,E,REAGAN,6726 LINCOLN AVE,CARMICHAEL,CA,95608,,,136843591,1957
A996927,JANYE,D,DSOS,I5781 JAMAICA RD,COCOA,FL,32927,,,100777324,
A996928,DENISE,,FAVELA,3557 LARAH PL,SPRINGDALE,AR,72764,PO BOX 6412,"SPRINGDALE, ARK. 72766",61640024,
A996929,KUN,,FUENTES,1209 W MAIN STK,PARAGOULD,AR,72450,,,129220280,
A996930,BILLY,,PIGGEE,1824 E 104TH STREET,LOS ANGELES,CA,90002,,,173229541,
A996931,B,,SEPULVEDA,220 NORTH EL CAMINO REAL SPC 16,OCEANSIDE,CA,92058,PO BOX 3166,"OCEANSIDE, CALIF. 92051",,
A996932,JAMES,TODD,GASTNO,1101 MULE DEER RD,AMARILLO,TX,79124,,,38551356,1909
A996933,RUZANNA,S,WILLIS,13913 SOUTH ARMALEE,ROSEWOOD,CA,90220,,,67545271,25-Mar-41
